id,name,address,zip,latitude,longitude,star,review_count,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15
Qihead6oTtWCwde3TBqlGg,Du-Par's,1 Fremont St,89101,36.171301,-115.146052,4,734,Bakeries,Breakfast & Brunch,Restaurants,Food,American (Traditional),,,,,,,,,,
SQ5we-HZLsFpj8ppMtEBcQ,Paul Mitchell The School Las Vegas,"9490 S Eastern Ave, Ste 100",89123,36.016723,-115.1171678,3.5,127,Beauty & Spas,Cosmetology Schools,Vocational & Technical School,Hair Salons,Specialty Schools,Education,,,,,,,,,
7UFDAX4wLi6ux5otguYldA,Andiron Steak & Sea,1720 Festival Plaza Dr,89135,36.15847684,-115.3316818,4,249,Steakhouses,Seafood,American (New),Restaurants,,,,,,,,,,,
MqIgMLUdD53r_dmx1goYJg,Shucks Tavern & Oyster Bar,7155 N Durango Dr,89149,36.291036,-115.288192,3.5,247,Breakfast & Brunch,Seafood,Bars,Sports Bars,Nightlife,Restaurants,,,,,,,,,
SsN-SaGGkJn2Qm-jSDQ4aQ,Trevi Italian Restaurant,3500 South Las Vegas Blvd,89109,36.11783958,-115.1732183,3.5,646,American (Traditional),Italian,Pizza,Restaurants,Food,Ice Cream & Frozen Yogurt,,,,,,,,,
RycZOiohghoI0Ssg2Qqgqw,JJ's Boulangerie,3655 Las Vegas Blvd S,89109,36.112821,-115.17013,3,161,Bakeries,Restaurants,Food,Breakfast & Brunch,,,,,,,,,,,
qFAw6wHMMcr4ctF-ZdGhEA,Trattoria Reggiano,"The Venetian Resort Hotel Casino, 3355 Las Vegas Blvd S",89109,36.12455256,-115.1684044,4,654,Restaurants,Italian,,,,,,,,,,,,,
z0rSmZQz9eEXjg_C3_E5-g,Stephano's Greek & Mediterranean Grill,4632 S Maryland Pkwy,89119,36.1049744,-115.1359993,4,275,Mediterranean,Middle Eastern,Greek,Restaurants,,,,,,,,,,,
p3YqOYELqXtLyHz9T49p_w,Hot N Juicy Crawfish,3863 Spring Mountain Rd,89102,36.12621721,-115.1913501,4,579,Restaurants,Seafood,Cajun\/Creole,,,,,,,,,,,,
fhoFsFK6TqJOEo30LtXeDA,The Halal Guys,"3755 Spring Mountain Rd, Ste 101",89102,36.12593687,-115.1897434,3.5,273,Halal,Food,Middle Eastern,Specialty Food,Restaurants,Mediterranean,,,,,,,,,
tMdgY7Ou4k3bYZZulJCiuQ,Bronze Cafe At The Center,401 S Maryland Pkwy,89101,36.1619276,-115.1346287,4.5,585,Salad,Vegetarian,Restaurants,Food,Coffee & Tea,Vegan,Sandwiches,Cafes,,,,,,,
b7Y4dIggAacPum1tF3NpKg,Rosati's,"8001 N Durango Dr, Ste 110",89143,36.306775,-115.2790394,3.5,164,Restaurants,Pizza,,,,,,,,,,,,,
f1ZKauu7dCB6iplmKqplAQ,Hong Kong Garden Seafood & Dim Sum Cafe,"5300 Spring Mountain Rd, Ste 107",89146,36.12682843,-115.213149,3.5,111,Restaurants,Dim Sum,Seafood,Cantonese,Chinese,,,,,,,,,,
AqfEIxefqdArIWf9YUVAtQ,Omelet House,6520 Boulder Hwy,89122,36.08272331,-115.031537,4,170,Restaurants,American (Traditional),Breakfast & Brunch,,,,,,,,,,,,
4khsN1eXcWR0YYmROlLEzw,SkyJump Las Vegas,2000 Las Vegas Blvd S,89102,36.14763,-115.155677,4,121,Amusement Parks,Active Life,,,,,,,,,,,,,
5LNZ67Yw9RD6nf4_UhXOjw,The Cosmopolitan of Las Vegas,3708 Las Vegas Blvd S,89109,36.1098427,-115.1736638,4,3400,Casinos,Event Planning & Services,Arts & Entertainment,Hotels & Travel,Hotels,,,,,,,,,,
7EZ4Eu7YJ1ltRCC5jXFJrQ,The Buffet At TI,3300 S Las Vegas Blvd,89109,36.124829,-115.171991,2.5,645,Buffets,Restaurants,Sushi Bars,Asian Fusion,Breakfast & Brunch,American (Traditional),,,,,,,,,
VR8QvH2g-jEG5EfMzA_G9w,Nine Fine Irishmen,3790 Las Vegas Blvd S,89109,36.103087,-115.17352,4,873,Irish,Nightlife,Bars,Music Venues,Restaurants,Pubs,Active Life,Arts & Entertainment,,,,,,,
9M6eqYZlyBMo8K9QztXcIA,Cravin' Cajun,"3400 S Jones Blvd, Ste 8",89146,36.1280756,-115.2245664,3.5,110,Restaurants,Seafood,Cajun\/Creole,,,,,,,,,,,,
kMLbk84aClc4qwSnuuuFzw,V Theater,"3663 S Las Vegas Blvd, #360A",89109,36.11055911,-115.1688838,3,153,Arts & Entertainment,Performing Arts,Ticket Sales,Event Planning & Services,Venues & Event Spaces,,,,,,,,,,
gdb4gmSI5eJcuXLZ3BfgtA,Jacky Chan,"8544 Blue Diamond Rd, Ste 100",89178,36.0216326,-115.2777342,3,125,Restaurants,Thai,Chinese,,,,,,,,,,,,
#NAME?,Le Thai,523 Fremont St,89101,36.16880181,-115.1398801,4,1117,Thai,Beer Gardens,Nightlife,Restaurants,,,,,,,,,,,
yp2nRId4v-bDtrYl5A3F-g,Nittaya's Secret Kitchen,"2110 N Rampart, Ste 110",89128,36.1980614,-115.2825096,4,402,Restaurants,Thai,,,,,,,,,,,,,
PM0A7ZgbxvtbRCj931PbyQ,Shabu Grill,"1263 E Silverado Ranch, Ste 106",89183,36.013144,-115.136143,3.5,249,Hot Pot,Do-It-Yourself Food,Japanese,Restaurants,Asian Fusion,Food,,,,,,,,,
ABJjxuO6oh5D9R48-eAUdQ,MORE The Buffet at Luxor,3900 Las Vegas Blvd S,89109,36.09549193,-115.1758354,2.5,570,Arts & Entertainment,Buffets,Restaurants,American (Traditional),Casinos,,,,,,,,,,
ty5KQYqYRxwXDG_e4pz-4w,Absinthe,Flamingo Rd,89109,36.11396452,-115.1743477,4.5,1353,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,
3cHL1r5w2oLYH-veijtweA,Public House,3355 Las Vegas Blvd S,89109,36.122828,-115.169206,3.5,556,Restaurants,Gastropubs,,,,,,,,,,,,,
NUpRBNSWuhRQ2tze3-A-Ng,Buffet Roundtable,"Excalibur Hotel Casino, 3850 Las Vegas Blvd S",89109,36.09887835,-115.1756406,2,185,Buffets,American (Traditional),Restaurants,,,,,,,,,,,,
C7X8VCpbBwTP2lFR354EIA,Grass Roots Juice Bar,"124 S 6th St, Ste 160",89101,36.167937,-115.140467,4.5,111,Restaurants,Food,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Vegan,Vegetarian,Education,,,,,,,,
wke61EJKd1Yw6q1BR1npZw,Commonwealth,525 E Fremont St,89101,36.16867751,-115.1398016,3.5,369,Arts & Entertainment,Music Venues,Nightlife,Bars,Cocktail Bars,,,,,,,,,,
E7wlbsQgh4S38ESTSdMe-Q,Las Vegas ATV Tours,3850 Las Vegas Blvd S,89109,36.0987307,-115.175777,4.5,212,Tours,Hotels & Travel,,,,,,,,,,,,,
r6igU1Fqs5szOOhyXPbayw,Titanic - The Artifact Exhibition,"The Luxor Hotel & Casino, 3900 Las Vegas Blvd S",89109,36.09524155,-115.1755945,4.5,317,Arts & Entertainment,Museums,,,,,,,,,,,,,
iAuOpYDfOTuzQ6OPpEiGwA,Memphis Championship Barbecue,2250 E Warm Springs Rd,89119,36.0577242,-115.1225863,3,306,Barbeque,Restaurants,,,,,,,,,,,,,
_OHKWBpmnQPTL3LouExL7g,Mat Franco Magic Reinvented,3435 South Las Vegas Blvd,89109,36.1178743,-115.171169,4.5,109,Arts & Entertainment,Event Planning & Services,Comedy Clubs,Nightlife,Magicians,Performing Arts,,,,,,,,,
JpgVl3d20CMRNjf1DVnzGA,Pampas Brazilian Grille,"3663 S Las Vegas Blvd, Ste 610",89109,36.10877,-115.170117,3,1458,Buffets,Restaurants,Brazilian,Steakhouses,,,,,,,,,,,
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,"124 S 6th St, Ste 100",89101,36.16787832,-115.1406405,4.5,1225,Burgers,American (New),Restaurants,Vegan,Comfort Food,Tapas\/Small Plates,Salad,Gastropubs,Seafood,,,,,,
XIgTZdZqJLuaYnaWG3jyFw,Human Nature,"The Venetian, 3355 Las Vegas Blvd S, Sands Showroom",89109,36.12250463,-115.1688486,4.5,160,Performing Arts,Nightlife,Music Venues,Arts & Entertainment,,,,,,,,,,,
jbbFSVdIrac2QBuSV-NBLw,Cafe Belle Madeleine,3655 Las Vegas Blvd S,89109,36.12070094,-115.1714051,3.5,165,Restaurants,Bakeries,Cafes,Food,,,,,,,,,,,
Gen0ei06dGq13OJ8DRXUjg,Metro Pizza,1395 E Tropicana Ave,89119,36.1003692,-115.134347,4,307,Restaurants,Pizza,Italian,,,,,,,,,,,,
pQL52VHs4i3-y7zq81kFng,Red Rock Lanes,"Red Rock Casino Resort & Spa, 11011 W Charleston Blvd",89135,36.1569658,-115.3335939,4,122,Active Life,Bowling,,,,,,,,,,,,,
74pWjFssgqyhaVg-YCUo3A,The Cracked Egg,7660 W Cheyenne Ave,89129,36.2191781,-115.2624712,4,227,Restaurants,Breakfast & Brunch,American (Traditional),,,,,,,,,,,,
Knnc473zh8m7IBC0oLTHkg,P.F. Chang's,3667 Las Vegas Blvd,89109,36.10995195,-115.1736737,3.5,440,Gluten-Free,Chinese,Asian Fusion,Restaurants,,,,,,,,,,,
t5JpYel-GyKLuU2wP2zoCQ,Dream Racing,7000 Las Vegas Blvd N,89115,36.2732597,-115.0094303,5,135,Amateur Sports Teams,Amusement Parks,Driving Schools,Specialty Schools,Racing Experience,Active Life,Arts & Entertainment,Education,,,,,,,
2Mp53KxlGeZJkodTuqpVow,Project Pie - MGM,3799 S Las Vegas Blvd,89109,36.102324,-115.169228,4.5,385,Pizza,Food,Salad,Do-It-Yourself Food,Restaurants,Gluten-Free,,,,,,,,,
5QNXZcclknB2PkfeN7FJWQ,The Hush Puppy,7185 W Charleston Blvd,89117,36.15852861,-115.2502906,4,237,Seafood,Southern,Restaurants,,,,,,,,,,,,
wyPkRQg3F5Yz2WqRFax7-g,Munchbar,3570 Las Vegas Blvd S,89109,36.1171675,-115.177901,3,135,American (Traditional),Restaurants,,,,,,,,,,,,,
PlMJAouo0D0ZXHkCDj6eeg,Studio Caf̩,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S",89109,36.1025618,-115.169277,2.5,180,Food,Cafes,Restaurants,Coffee & Tea,,,,,,,,,,,
X8c23dur0ll2D9XTu-I8Qg,Hakkasan Nightclub,"Mgm Grand Hotel And Casino, 3799 Las Vegas Blvd S",89109,36.10379934,-115.1681089,2.5,1432,Chinese,Nightlife,Restaurants,Dance Clubs,Cantonese,Bars,Lounges,,,,,,,,
KYasaF1nov1bn7phfSgWeg,BAMBU,"4810 Spring Mountain Rd, Ste B",89102,36.1266029,-115.2062431,4,204,Juice Bars & Smoothies,Coffee & Tea,Bubble Tea,Food,Desserts,,,,,,,,,,
BG8lvZoPTrPJqcvTh-ytzg,The Range Steakhouse,"Harrahs Las Vegas, 3475 S Las Vegas Blvd",89152,36.1183787,-115.1726202,4,107,Restaurants,Seafood,Steakhouses,,,,,,,,,,,,
g9iIBuh-g4ld3w3kUWLMqw,Radio City Pizzeria,508  Fremont St,89101,36.1692899,-115.140026,3.5,162,Restaurants,Italian,Tapas\/Small Plates,Pizza,,,,,,,,,,,
jBhOVAEdnzCJvgSnvA4UDw,The Griffin,511 Fremont St,89101,36.1687852,-115.1403285,4,433,Nightlife,Lounges,Bars,,,,,,,,,,,,
SJU-jRAZS0cXoBGUjX5GUg,Jumping Rice & Rolls,"9484 W Flamingo Rd, Ste 175",89147,36.11573233,-115.2986117,4.5,201,Asian Fusion,Restaurants,,,,,,,,,,,,,
fgOitN7hd9w0l5N96ZOUNQ,Red Rock Canyon National Conservation Area,3205 State Rte 159,89161,36.1110149,-115.4493465,4.5,631,Mountain Biking,Parks,Rock Climbing,Hiking,Active Life,,,,,,,,,,
78XbdLi5e42XDxgnxuYacg,Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo,10144 W Flamingo Rd,89147,36.1154163,-115.3140301,4.5,254,Sushi Bars,Barbeque,Restaurants,Japanese,Steakhouses,,,,,,,,,,
EdY6q0CO2mlATpoTFkvHAw,Dim Sum Cafe,3700 S Hualapai Way,89147,36.12175389,-115.3143929,3.5,197,Dim Sum,Chinese,Cafes,Restaurants,,,,,,,,,,,
MgaFkl7CTZZfXUJ79FIWGQ,Boyz II Men,3400 Las Vegas Blvd S,89109,36.12114286,-115.1741339,5,162,Arts & Entertainment,Music Venues,Performing Arts,Nightlife,,,,,,,,,,,
02eH78Tc5Cxxy-CIqhzx-A,Vanity Nails & Spa,"7620 S Las Vegas Blvd, Ste 120",89123,36.0512303,-115.1714179,3.5,126,Beauty & Spas,Hair Removal,Nail Salons,Waxing,,,,,,,,,,,
VXIOTZb0vghuj9t7YSDWLA,Ice Monster Cafe,"7729 S Rainbow Blvd, Ste 9B",89113,36.04812918,-115.2441752,3.5,106,Bubble Tea,Ice Cream & Frozen Yogurt,Shaved Ice,Coffee & Tea,Restaurants,Food,Desserts,Cafes,,,,,,,
d1pB6SLzLb-4lFq8y5tEnQ,Mr Tofu,3889 Spring Mountain Rd,89102,36.126437,-115.1917,4,260,Korean,Restaurants,,,,,,,,,,,,,
dJF4C707KVhFx1qcRJhlEA,Phat Phrank's,4850 W Sunset Rd,89118,36.072516,-115.206889,4.5,379,Mexican,Restaurants,,,,,,,,,,,,,
5VXlHFrYZZzj7zfZEsz5nQ,Dragon Noodle Co.,3770 Las Vegas Blvd S,89109,36.105289,-115.174037,3,252,Chinese,Restaurants,,,,,,,,,,,,,
ko1v9-BdTqZQWmx4DIHWaw,Siegfried & Roy's Secret Garden and Dolphin Habitat,3400 Las Vegas Blvd S,89109,36.12020189,-115.1779723,4,358,Aquariums,Active Life,Zoos,Amusement Parks,,,,,,,,,,,
RzEpt3Ts0TB6q_7ix4v7cg,Criss Angel Mindfreak LIVE!,"Luxor Las Vegas, 3900 Las Vegas Blvd S",89109,36.0954628,-115.1758039,4,224,Performing Arts,Event Planning & Services,Arts & Entertainment,Magicians,,,,,,,,,,,
uHUcYpGlcdlu5m7oiZGY6w,Max's Restaurant,1290 E Flamingo Rd,89119,36.114859,-115.136639,3,293,Filipino,Restaurants,,,,,,,,,,,,,
FhVYpbvE8IQeUHAcwPPIXg,Gabriella's Italian Grill & Pizzeria,"8878 S Eastern Ave, Ste 104",89123,36.02818,-115.1149077,3.5,151,Italian,Desserts,Food,Gelato,Restaurants,Pizza,Arts & Entertainment,,,,,,,,
MiUrif_vYOuITF4ALf7WHA,Planet Hollywood,3500 S Las Vegas Blvd,89109,36.10981041,-115.172426,2.5,238,American (New),Arts & Entertainment,Resorts,Hotels & Travel,Casinos,Restaurants,American (Traditional),,,,,,,,
vjSlRnCoLKa9p1bVXZtXtg,Vegas Hot! Yoga & Pilates Studio,"5875 S Rainbow Blvd, Ste 206",89118,36.08245016,-115.243327,3.5,265,Pilates,Sports Clubs,Fitness & Instruction,Active Life,Yoga,,,,,,,,,,
uGupeWqih0yIcCg8anM1PA,The Palazzo Las Vegas,3325 South Las Vegas Boulevard,89109,36.12394195,-115.1677528,4,2028,Event Planning & Services,Venues & Event Spaces,Casinos,Hotels & Travel,Hotels,Resorts,Arts & Entertainment,,,,,,,,
YUE5S4ReiM4dq9qkKbDMwg,Joes Crab Shack,1991 N Rainbow Blvd,89108,36.19527408,-115.2426231,3,160,Restaurants,Seafood,American (Traditional),Gluten-Free,,,,,,,,,,,
u0YYkO2CeD3JFCkR1wSMog,Martorano's,3655 Las Vegas Blvd S,89103,36.112428,-115.171519,3.5,194,Restaurants,Italian,,,,,,,,,,,,,
uGcC3CKAolcwfOTMjjoexQ,Smashburger,7541 W Lake Mead Blvd,89128,36.19568796,-115.2588026,3.5,203,Burgers,Restaurants,,,,,,,,,,,,,
GWN4HjjbtYRqO6JxqsNBIg,English Garden Florist,4171 S Maryland Pkwy,89119,36.1130419,-115.1382799,4.5,102,Shopping,Flowers & Gifts,Florists,,,,,,,,,,,,
r3kFRJuy7CTxamZycndqGw,Dunkin' Donuts,"7430 S Las Vegas Blvd, Ste 100",89123,36.054755,-115.171491,3.5,151,Coffee & Tea,Donuts,Food,,,,,,,,,,,,
7dHYudt6OOIjiaxkSvv3lQ,In-N-Out Burger,2900 W Sahara Ave,89102,36.1448187,-115.1805851,4,302,Restaurants,Fast Food,Burgers,,,,,,,,,,,,
MpmFFw0GE_2iRFPdsRpJbA,XS Nightclub,3131 Las Vegas Blvd S,89109,36.12714,-115.162956,4,2828,Dance Clubs,Nightlife,,,,,,,,,,,,,
eSLwC2iFJOU4UWXyuPiTpg,Hennessey's Tavern,425 Fremont St,89101,36.1689181,-115.1415925,3,279,Restaurants,Bars,Nightlife,Pubs,Irish,,,,,,,,,,
5z1WIr7E9P2CSzyN5seeSA,Sterling Brunch,3645 Las Vegas Blvd S,89109,36.114355,-115.17099,4,352,Restaurants,Buffets,Breakfast & Brunch,,,,,,,,,,,,
53tPoc8JgbTTTAMja_ciKQ,David Copperfield,3799 Las Vegas Blvd S,89109,36.1022543,-115.1699583,3.5,435,Performing Arts,Magicians,Event Planning & Services,Arts & Entertainment,,,,,,,,,,,
VsewHMsfj1Mgsl2i_hio7w,LAVO Italian Restaurant & Lounge,"The Palazzo, 3255 S Las Vegas Blvd",89109,36.12443395,-115.1690687,3.5,1346,Lounges,Nightlife,Breakfast & Brunch,Dance Clubs,Italian,Restaurants,Bars,,,,,,,,
lO2fIIZj225NIk5t2k69NA,Hong Kong Cafe At The Palazzo,3325 Las Vegas Blvd S,89109,36.1242284,-115.1684696,2.5,100,Casinos,Hotels,Arts & Entertainment,Event Planning & Services,Hong Kong Style Cafe,Restaurants,Chinese,Asian Fusion,Hotels & Travel,,,,,,
U9aA5H13y7t9xWnoQslV0Q,Beijing Noodle No. 9,3570 Las Vegas Blvd S,89109,36.11706,-115.177875,2.5,669,Restaurants,Chinese,,,,,,,,,,,,,
EYOPM91BM039rYuAjgZbkg,Evil Dead the Musical 4D,"3663 Las Vegas Blvd, Ste 360",89109,36.128561,-115.1711298,3.5,172,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,
W6qbc2YvI8Xeak5yO4JyiA,AutoNation Nissan Las Vegas,5800 W Sahara Ave,89146,36.1453945,-115.2217799,3.5,201,Automotive,Car Dealers,Auto Parts & Supplies,Auto Repair,,,,,,,,,,,
fOh0yRN8xOoiC0KebvSJ2Q,Exotics Racing,"6925 Speedway Blvd, Ste C105",89115,36.28153285,-115.0213867,4.5,204,Education,Driving Schools,Race Tracks,Party & Event Planning,Event Planning & Services,Specialty Schools,Arts & Entertainment,Active Life,Amusement Parks,,,,,,
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,3799 Las Vegas Blvd S,89109,36.1022543,-115.1699583,3,3015,Event Planning & Services,Restaurants,Hotels & Travel,Resorts,Casinos,Arts & Entertainment,Hotels,,,,,,,,
dFZ81ltgrZMCGbxf-pFQ1g,X Burlesque,"Flamingo Hotel & Casino, The Second City Theater, 3555 Las Vegas Blvd S",89109,36.1163474,-115.1723373,3,112,Nightlife,Adult Entertainment,,,,,,,,,,,,,
7BZ2NdkysVLgWScSEvhILQ,Chow,"1020 Fremont St, Ste 120",89101,36.166666,-115.1344046,4,109,Local Flavor,Event Planning & Services,Comfort Food,Soul Food,Caterers,Southern,Restaurants,Chinese,,,,,,,
CCRgGKhzxSpl38w7yhqKUw,Noodles,3600 S Las Vegas Blvd,89109,36.11226905,-115.1763005,3,801,Chinese,Dim Sum,Restaurants,Asian Fusion,Korean,,,,,,,,,,
#NAME?,Sushi Takashi,5300 W Spring Mountain Rd,89146,36.12622914,-115.2135073,4.5,169,Japanese,Restaurants,Sushi Bars,,,,,,,,,,,,
56d3dE1LoZZMxA-kTQvqew,Studio 21 Tattoo Gallery,"6020 W Flamingo Rd, Ste B-2",89103,36.1153219,-115.2235825,5,255,Art Galleries,Tattoo,Beauty & Spas,Arts & Entertainment,Shopping,,,,,,,,,,
TUrQG_XfJA_kCOSN0oUbTQ,Smashburger,"7390 Las Vegas Blvd, Ste 100",89123,36.0552452,-115.1723424,3.5,122,Restaurants,Burgers,,,,,,,,,,,,,
_Kd0kQ8RF70hJ1ykLqCRyQ,Cafe Rio,9595 S Eastern Ave,89123,36.01543533,-115.1194969,3.5,285,Restaurants,Mexican,,,,,,,,,,,,,
fYCRrN3sIQnioWMzF8miIA,Sahara Chrysler Jeep Dodge Ram,5050 W Sahara Ave,89146,36.14523394,-115.2099428,2,176,Auto Repair,Car Dealers,Auto Parts & Supplies,Automotive,,,,,,,,,,,
_YUcCnJXjUgkS9fSnNi0Ow,Kuma Snow Cream,"3735 Spring Mountain Rd, Ste 206",89102,36.12608581,-115.1886411,4,244,Food,Desserts,Shaved Ice,,,,,,,,,,,,
p_IB-mepGK6xMZBC-20mZw,FINO for MEN,"7207 W Sahara Ave, Ste 100",89117,36.14356927,-115.250568,5,322,Hair Salons,Nail Salons,Beauty & Spas,Shopping,Cosmetics & Beauty Supply,Bespoke Clothing,Men's Hair Salons,Barbers,Hair Stylists,,,,,,
tro-hrljuY1cUAVFYauTlQ,In-N-Out Burger,4705 S Maryland Pkwy,89119,36.1041636,-115.1375999,4.5,240,Burgers,Fast Food,Restaurants,,,,,,,,,,,,
KN-JL6uWCfDubCztgZ6zdw,Zydeco Po-Boys,"616 E Carson Ave, Ste 140",89101,36.16761749,-115.1401375,4.5,122,Restaurants,Vegan,Sandwiches,Cajun\/Creole,Soul Food,,,,,,,,,,
v_yCY6NCwxCPIsNZR80UfQ,Donut Bar,"124 S 6th St, Ste 140",89101,36.1679398,-115.1404681,4.5,369,Breakfast & Brunch,Food,Coffee & Tea,Restaurants,Donuts,,,,,,,,,,
t2ujQ_kfxB6lvVfv8lHjwg,Sierra,4210 W Patrick Ln,89118,36.079545,-115.1961,4,105,Heating & Air Conditioning\/HVAC,Home Services,,,,,,,,,,,,,
grlL6zmHBOer9rPycsRhBA,Bocho Sushi,124 S 6th St,89101,36.1679398,-115.1404681,4.5,235,Restaurants,Sushi Bars,Japanese,Nightlife,Bars,,,,,,,,,,
z5J9U_HU4iVLwaCH6rdC2w,Lo-Lo's Chicken and Waffles,2040 N Rainbow Blvd,89108,36.196409,-115.2402479,3,462,Chicken Shop,Soul Food,Restaurants,Breakfast & Brunch,,,,,,,,,,,
VD0zZKG_ZEz_VYlKLtu9Zg,Glutton,"616 E Carson Ave, Ste 110",89101,36.16732239,-115.139221,4.5,367,Salad,Restaurants,American (New),Sandwiches,,,,,,,,,,,
YeYtDdGRonHddnviDc1q7g,Teriyaki Boy Healthy Grill,"9055 S Eastern Ave, Ste 1-B",89123,36.0253639,-115.1189835,3.5,132,Fast Food,Japanese,Restaurants,Asian Fusion,,,,,,,,,,,
C74ViML3zx1akYVafLaiXQ,Buffet  Asia,"9901 Eastern Ave, Ste 110",89183,36.0106646,-115.1186365,2.5,231,Japanese,Chinese,Buffets,Restaurants,,,,,,,,,,,
EZQESVzkOPs7LwCHVC3Szg,Mizumi,3131 Las Vegas Blvd S,89109,36.12572243,-115.1640127,4,257,Japanese,Restaurants,,,,,,,,,,,,,
_3FxLxdg1unUQc3QqIgJuA,T-Bones Chophouse,"Red Rock Casino Resort Spa, 11011 W Charleston Blvd",89135,36.15821659,-115.3324127,3.5,318,Restaurants,Steakhouses,,,,,,,,,,,,,
HUWLnKD5LSZY134amUO2Rg,New York Pizza & Pasta,"2400 S Jones Blvd, Ste 13",89146,36.14520042,-115.2244542,4,186,Restaurants,Italian,Pizza,,,,,,,,,,,,
4X0KWUPcD2EkHN83aa4cXg,Blondies Sports Bar & Grill,"Planet Hollywood Resort & Casino, 3663 Las Vegas Blvd S",89109,36.11052562,-115.1695624,2.5,433,American (Traditional),Nightlife,Bars,Restaurants,Sports Bars,,,,,,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,"The Venetian, 3327 S Las Vegas Blvd",89109,36.123406,-115.170188,4,893,Italian,Restaurants,American (Traditional),,,,,,,,,,,,
fWEfX14W2_7GDOJBSQQU9Q,Ichiban Sushi,3645 Las Vegas Blvd S,89109,36.1142773,-115.1709763,3.5,102,Restaurants,Sushi Bars,Japanese,,,,,,,,,,,,
eJKnymd0BywNPrJw1IuXVw,Nacho Daddy,113 N 4th St,89101,36.1703953,-115.1417869,4,543,Mexican,American (New),Restaurants,Breakfast & Brunch,Tex-Mex,,,,,,,,,,
micICxe_PKxnPERTZr0xDQ,United Garage Door,,89102,36.1462673,-115.1829873,5,197,Garage Door Services,Health & Medical,Home Services,Shopping,Handyman,Retirement Homes,Home & Garden,,,,,,,,
tEaW0zgsYihSTjysrpXaWg,Nielsen's Frozen Custard,"9480 S Eastern Ave, Ste 100",89123,36.01739495,-115.1176979,4,156,Ice Cream & Frozen Yogurt,Food,,,,,,,,,,,,,
aKcqKNcbwNydCBnvAA4TeQ,"Downtown Grand Hotel & Casino, an Ascend Hotel Collection Member",206 North 3rd St,89101,36.17240734,-115.1418441,3.5,629,Bars,American (New),Cocktail Bars,Restaurants,Hotels,Casinos,Hotels & Travel,Arts & Entertainment,Event Planning & Services,Nightlife,Piano Bars,,,,
4oxLboB6UEcBxRwEjMrXag,Exploration Park,9275 S Buffalo Dr,89178,36.019692,-115.2611335,4.5,154,Playgrounds,Parks,Active Life,,,,,,,,,,,,
j2w6wlRmlaZaaErQus8ElQ,Pita House,"1310 E Silverado Ranch Blvd, Ste 101",89183,36.014112,-115.1349296,4.5,203,Vegan,Mediterranean,Restaurants,,,,,,,,,,,,
JcFyuyo0Rt6gDiVZ9yJ3VQ,Krayvings,"11770 W Charleston Blvd, Ste 150",89135,36.1593238,-115.351451,4,315,Food,American (New),Restaurants,Sandwiches,Juice Bars & Smoothies,Breakfast & Brunch,,,,,,,,,
7UTQs_W0y79WwQeCK9sGdw,Aveda Institute Las Vegas,4856 S Eastern Ave,89119,36.1011456,-115.1174278,3.5,145,Day Spas,Hair Salons,Cosmetology Schools,Specialty Schools,Education,Beauty & Spas,,,,,,,,,
BQKPbuILIAG53XtIZ51s5Q,Original Tommy's Hamburgers,7079 W Craig Rd,89129,36.2395316,-115.2494021,3,100,Food,Restaurants,Burgers,,,,,,,,,,,,
jY7Ql_Qk8duv7jZrMZahaw,Red Sushi,"Golden Nugget, 129 E Fremont St",89101,36.16939051,-115.1454799,2.5,132,Restaurants,Sushi Bars,Japanese,,,,,,,,,,,,
fmVKBldrSIgFPKigYcu1Uw,Xo Chinese Food,8090 Blue Diamond Rd,89113,36.0209186,-115.2673009,3.5,125,Chinese,Restaurants,,,,,,,,,,,,,
ghVhlFpNhfBwWDFGSlt2JA,Sushi Neko,"5115 W Spring Mountain Rd, Ste 117",89146,36.1260481,-115.2123157,4,254,Restaurants,Sushi Bars,Food,,,,,,,,,,,,
cOJ1uIVIHCiefUyWG2wDfw,The Blind Pig,Panaroma Towers,89103,36.10738887,-115.1815901,4,314,Restaurants,Cafes,Cocktail Bars,Bars,Bakeries,Sports Bars,Beer,Wine & Spirits,Lounges,Breakfast & Brunch,American (Traditional),Nightlife,Gastropubs,Food,
oeRLD870Z76FD1OYW8jbSQ,Pole Fitness Studio,"4265 Arville St, Ste A",89103,36.1126243,-115.1996417,4.5,139,Event Planning & Services,Party & Event Planning,Active Life,Education,Dance Studios,Specialty Schools,Pole Dancing Classes,Fitness & Instruction,,,,,,,
ZuNJelvkJD4wsXNBRg6t5w,Asian Wok,6515 N Buffalo Dr,89131,36.28149012,-115.2676381,4,121,Asian Fusion,Restaurants,,,,,,,,,,,,,
#NAME?,Shoku Ramen,"470 E Windmill Ln, Ste 110",89123,36.04253156,-115.1527541,3.5,214,Japanese,Ramen,Restaurants,Noodles,,,,,,,,,,,
